src,trg
write a python program to convert lower string to UPPERCASE,""" \n a  =  'string' \n print ( f'convert lowercase to uppercase  :   { a . upper (  )  } ' ) """
write a python program to convert uppercase string to lower,""" \n a  =  'STRING' \n print ( f'convert lowercase to uppercase  :   { a . lower (  )  } ' ) """
write a Python Program to Find the Square Root,""" \n num  =  8  \n num _ sqrt  =  num  *  *  0 . 5 \n print ( 'The square root of  % 0 . 3f is  % 0 . 3f' %  ( num  , num _ sqrt )  ) """
write a Python Program to Convert Kilometers to Miles,""" \n kilometers  =  10 . 0 \n conv _ fac  =  0 . 621371 \n miles  =  kilometers  *  conv _ fac \n print ( ' % 0 . 2f kilometers is equal to  % 0 . 2f miles'  %  ( kilometers , miles )  ) """
write a Python Program to Convert Celsius To Fahrenheit,""" \n celsius  =  37 . 5 \n fahrenheit  =   ( celsius  *  1 . 8 )   +  32 \n print ( ' % 0 . 1f degree Celsius is equal to  % 0 . 1f degree Fahrenheit'  %  ( celsius , fahrenheit )  ) """
"write a Python Program to Check if a Number is Positive, Negative or 0","' \n num  =  10 \n if num  >  0  :   \n  \t print ( ""Positive number"" )  \n elif num  =  =  0  :   \n  \t print ( ""Zero"" )  \n else  :   \n  \t print ( ""Negative number"" ) '"
Python Program to Check if a Number is Odd or Even,"' \n num  =  100 \n if  ( num  %  2 )   =  =  0  :   \n  \t print ( "" { 0 }  is Even"" . format ( num )  )  \n else  :   \n  \t print ( "" { 0 }  is Odd"" . format ( num )  ) '"
Python Program to Display the multiplication Table,""" \n num  =  12 \n for i in range ( 1 ,  11 )   :   \n  \t print ( num ,  'x' ,  i ,  ' = ' ,  num * i ) """
write a program for Rolling the dices,"' \n import random \n min  =  1 \n max  =  6 \n print ( ""Rolling the dices .  .  . and the values are"" , random . randint ( min ,  max )  )  \n print ( ""Rolling the dices .  .  . and the values are"" , random . randint ( min ,  max )  ) '"
write a python program to calculate the average,"' \n list1  =   [ 1 , 3 , 4 , 5 ]  \n average  =   ( sum ( list1 )  )   /  len ( list1 )  \n print ( f""the average score is  :     { average }  "" ) '"
write a python program to print reverse list,""" \n print ( f'reverese the given list elements  :   { list1 [   :    :   - 1 ]  } ' ) """
write a python program to convert lower case to upper for list of elements,""" \n x  =   [ 'ab' ,  'cd' ]  \n for i in x  :   \n  \t print ( i . upper (  )  ) """
write a python program to break when the num is perfectly divisible,' \n i  =  1 \n while True  :   \n  \t if i % 3  =  =  0  :   \n  \t\t break \n  \t print ( i )  \n  \t i +  =  1'
write a python program to check name exists in given list,""" \n names1  =   [ 'Amir' ,  'Bala' ,  'Chales' ]  \n for n in names1  :   \n  \t name  =  n . lower (  )  \n  \t if 'amir'  =  =  name  :   \n  \t\t print ( 'Yes name exists  :  ' , name )  \n  \t else  :   \n  \t\t print ( 'No' ) """
write a python program to print a matrix as output,"' \n matrix  =   [  [ 1 ,  2 ,  3 ,  4 ]  ,  \n  \t\t  [ 4 ,  5 ,  6 ,  7 ]  ,  \n  \t\t  [ 8 ,  9 ,  10 ,  11 ]  ,  \n  \t\t  [ 12 ,  13 ,  14 ,  15 ]  ]  \n for i in range ( 0 ,  4 )   :   \n  \t print ( matrix [ i ]  [ 1 ]  ,  end  =  "" "" ) '"
write a python program to expalin list comprehension and print alternative values,"' \n t  =   ( 1 ,  2 ,  4 ,  3 ,  8 ,  9 )  \n print (  [ t [ i ]  for i in range ( 0 ,  len ( t )  ,  2 )  ]  ) '"
write a python program to sort tuple values,"' \n a =  ( 2 , 3 , 1 , 5 )  \n tuple _ sorted  =  sorted ( a )  \n print ( tuple ( tuple _ sorted )  ) '"
write a python program to multiple two list values,""" \n l1 =  [ 1 , 2 , 3 ]  \n l2 =  [ 4 , 5 , 6 ]  \n print ( 'multiply two list values  :  ' ,  [ x * y for x in l1 for y in l2 ]  ) """
write the list comprehension to pick out only negative integers from a given list ‘l’.,""" \n l1 =  [ 1 , 2 , 3 ,  - 4 ,  - 8 ]  \n print ( 'negative integers  :  ' ,   [ x for x in l1 if x < 0 ]  ) """
write a python program to convert all list elements to upper case,"' \n s =  [ ""pune"" ,  ""mumbai"" ,  ""delhi"" ]  \n print (  [  ( w . upper (  )  ,  len ( w )  )  for w in s ]  ) '"
write a python program to expalin python zip method,"' \n l1 =  [ 2 , 4 , 6 ]  \n l2 =  [  - 2 ,  - 4 ,  - 6 ]  \n for i in zip ( l1 ,  l2 )   :   \n \tprint ( i ) '"
write a python program to add two list using python zip method,""" \n l1 =  [ 10 ,  20 ,  30 ]  \n l2 =  [  - 10 ,   - 20 ,   - 30 ]  \n l3 =  [ x + y for x ,  y in zip ( l1 ,  l2 )  ]  \n print ( 'added two list  :  ' , l3 ) """
write a list comprehension for number and its cube,"' \n l =  [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ]  \n print (  [ x *  * 3 for x in l ]  ) '"
write a list comprehension for printing rows into columns and vv,"' \n l =  [  [ 1  , 2 ,  3 ]  ,   [ 4 ,  5 ,  6 ]  ,   [ 7 ,  8 ,  9 ]  ]  \n print (  [  [ row [ i ]  for row in l ]  for i in range ( 3 )  ]  ) '"
write a list comprehension for printing rows into columns and vv,"' \n def unpack ( a , b , c , d )   :   \n  \t print ( a + d )  \n x  =   [ 1 , 2 , 3 , 4 ]  \n unpack (  * x ) '"
write a python program to use python lambda function,' \n lamb  =  lambda x  :   x  *  *  3 \n print ( lamb ( 5 )  ) '
write a python program to multiply a string n times,""" \n a  =  'python' \n print ( a * 5 ) """
write a python to check two numbers are greater than or equal or less than,""" \n def maximum ( x ,  y )   :   \n  \t if x  >  y  :   \n  \t\t return x \n  \t elif x  =  =  y  :   \n  \t\t return 'The numbers are equal' \n  \t else  :   \n  \t\t return y \n print ( maximum ( 2 ,  3 )  ) """
write a python to dict to zip and print as dictionary elements in original form,"' \n a =  { ""a""  :  1 , ""b""  :  2 , ""c""  :  3 }  \n b = dict ( zip ( a . values (  )  , a . keys (  )  )  )  \n print ( b ) '"
write a python program to delete an dictionary element,"' \n a =  { 1  :  5 , 2  :  3 , 3  :  4 }  \n a . pop ( 3 )  \n print ( a ) '"
write a python program to check two dictionary are equal or not,"' \n d1  =   { ""john""  :  40 ,  ""peter""  :  45 }  \n d2  =   { ""john""  :  466 ,  ""peter""  :  45 }  \n d1  =  =  d2'"
write a python program to print only dictionary keys as list,"' \n d  =   { ""john""  :  40 ,  ""peter""  :  45 }  \n print ( list ( d . keys (  )  )  ) '"
write a python program to check two lists are equal or not,"' \n a =  [ 1 ,  4 ,  3 ,  5 ,  2 ]  \n b =  [ 3 ,  1 ,  5 ,  2 ,  4 ]  \n print ( a =  = b ) '"
write a python program to check two lists are equal or not,"' \n a = frozenset ( set (  [ 5 , 6 , 7 ]  )  )  \n print ( a ) '"
write a python program to sum the set of unqiue elements,"' \n a =  { 5 , 6 , 7 }  \n print ( sum ( a , 5 )  ) '"
write a python program to implement try catch code,"' \n try  :   \n  \t s =  { 5 , 6 }  \n  \t s * 3 \n except Exception as e  :   \n  \t print ( e ) '"
write a python program to count the len of unique elements,"' \n nums  =  set (  [ 1 , 1 , 2 , 3 , 3 , 3 , 4 , 4 ]  )  \n print ( len ( nums )  ) '"
write a python program to split in python,""" \n print ( 'abcdefcdghcd' . split ( 'cd' ,  2 )  ) """
write a python program to add title to string,""" \n print ( 'ab cd - ef' . title (  )  ) """
write a python program to print equal lenght of string,""" \n print ( 'ab' . zfill ( 5 )  ) """
write a python program to use string replace,""" \n print ( 'abcdef12' . replace ( 'cd' ,  '12' )  ) """
write a python program to check string istitle,""" \n str1  =  'Hello ! 2 @  # World' \n if str1 . istitle (  )   :   \n  \t print ( 'Yes string is title' ) """
write a python program to do lstrip on string,""" \n print ( 'xyyzxxyxyy' . lstrip ( 'xyy' )  ) """
write a python program to check identifier/keyword,""" \n print ( 'for' . isidentifier (  )  ) """
write a python program to check is an num/int,""" \n print ( '11' . isnumeric (  )  ) """
write a python program to check is an variable is printable,""" \n print ( '1 @  a' . isprintable (  )  ) """
write a python program to check it contains any space,""" \n print ( '''''' . isspace (  )  ) """
write a python program to check is an title,""" \n print ( 'HelloWorld' . istitle (  )  ) """
write a python program to check is all are num/int,""" \n print ( 'ab , 12' . isalnum (  )  ) """
write a python program to check is all are alphanumeric,""" \n print ( 'ab' . isalpha (  )  ) """
write a python program to check is all are digit,""" \n print ( '0xa' . isdigit (  )  ) """
write a python program to use f string,""" \n var1  =  'python language' \n print ( f'f - string is an good feature in  { var1 } ' ) """
write a python program to iterate an dict and concatenate,""" \n D = dict ( p = 'san' ,  q = 'foundry' )  \n print ( ' { p }  { q } ' . format (  *  * D )  ) """
write a python program to replace blank space to 1,""" \n a = '1 0 0 1' \n print ( a . replace ( ' ' ,  '1' )  ) """
write a python program to explain the generator,' \n def f11 ( x )   :   \n  \t yield x + 1 \n g = f11 ( 8 )  \n print ( next ( g )  ) '
write a python program to replace blank space to 1,"' \n def f12 ( x )   :   \n  \t yield x + 1 \n  \t print ( ""test"" )  \n  \t yield x + 2 \n g = f12 ( 9 )  \n print ( next ( g )  ) '"
write a python program to replace blank space to 1,""" \n a  =  re . compile ( ' [ 0 - 9 ] ' )  \n z =  a . findall ( '3 trees' )  \n print ( z ) """
write a python program to print current working directory,' \n import os \n print ( os . getcwd (  )  ) '
write a python program to print the ascii value of a string,""" \n print (  [ ord ( ch )  for ch in 'abc' ]  ) """
write a python program to use extend in list/ append to a list,"' \n a =  [ 13 , 56 , 17 ]  \n a . append (  [ 87 ]  )  \n a . extend (  [ 45 , 67 ]  )  \n print ( a ) '"
write a python program to replace blank space to 1,"' \n my _ string  =  \'balaji\' \n k  =   [ print ( i )  for i in my _ string if i not in ""aeiou"" ]  \n print ( \'Not a vowel\' , k ) '"
write a python program to add and square a range of number,' \n x  =   [ i *  *  + 1 for i in range ( 3 )  ]  ;  print ( x ) '
write a python program to replace blank space to 1,"' \n print (  [ i + j for i in ""abc"" for j in ""def"" ]  ) '"
write a python program to multiply two list with list comprehensive,"' \n l1 =  [ 1 , 2 , 3 ]  \n l2 =  [ 4 , 5 , 6 ]  \n print (  [ x * y for x in l1 for y in l2 ]  ) '"
write a python program to print only digit or only apha charac in a given list,"' \n l =  [ ""good"" ,  ""oh ! "" ,  ""excellent ! "" ,  "" # 450"" ]  \n print (  [ n for n in l if n . isalpha (  )  or n . isdigit (  )  ]  ) '"
write a python program to print todays date,' \n tday = datetime . date . today (  )  \n print ( tday ) '
write a python program to check tuple are immutable,"' \n a =  ( 1 , 2 , 3 )  \n try  :   \n  \t a  =  a + 1 \n except Exception as e  :   \n  \t print ( e ) '"
write a python program to calculate factorial sum using list comprehensive,"' \n import functools  \n n  = 5 \n print ( functools . reduce ( lambda x ,  y  :   x  *  y ,  range ( 1 ,  n + 1 )  )  ) '"
write a python program to print len of each characters,""" \n words  =   [ 'cat' ,  'window' ,  'defenestrate' ]  \n for w in words  :   \n  \t print ( w ,  len ( w )  ) """
write a python program to make increment on each call of method using lambda function,' \n def make _ incrementor ( n )   :   \n  \t return lambda x  :   x  +  n \n f  =  make _ incrementor ( 42 )  \n f ( 0 )  \n print ( f ( 1 )  ) '
write a python program to sort using list comprehensive,""" \n pairs  =   [  ( 1 ,  'one' )  ,   ( 2 ,  'two' )  ,   ( 3 ,  'three' )  ,   ( 4 ,  'four' )  ]  \n pairs . sort ( key = lambda pair  :   pair [ 1 ]  )  \n print ( pairs ) """
write a python program to del the first element of the array/list,"' \n a  =   [  - 1 ,  1 ,  66 . 25 ,  333 ,  333 ,  1234 . 5 ]  \n del a [ 0 ]  \n print ( a ) '"
write a python program to replace the first character of a given word,"' \n word  =  ""goal"" \n word  =  ""f""  +  word [ 1  :   ]  \n print ( word ) '"
write a python program to find a string in a given phrase,"' \n phrase  =  ""the surprise is in here somewhere"" \n print ( phrase . find ( ""surprise"" )  ) '"
write a python program to expalin the use of f-string,"' \n n  =  3 \n m  =  4 \n print ( f"" { n }  times  { m }  is  { n * m } "" ) '"
write a python program to explain the use of assert,""" \n x = 1 \n y = 8 \n assert x > y ,  'X too small'"""
write a python program to multiply three numbers,""" \n num1  =  1 . 5 \n num2  =  6 . 3 \n num3  =   - 2 . 3 \n product  =  num1  *  num2  *  num3 \n print ( f'Product  :    { product } ' ) """
"write a python function that when given two numbers, would divide the first number by second number and return the quotient and remainder","' \n def divide _ first _ number _ by _ second ( num1 ,  num2 )   :   \n  \t return  ( num1  /  /  num2 )  ,   ( num1  %  num2 ) '"
write a python function to return the largest and smallest numbers in the given list and return None if the list is empty,"' \n def largest _ and _ smallest ( list _ of _ nums )   :   \n  \t if list _ of _ nums  :   \n  \t\t return max ( list _ of _ nums )  ,  min ( list _ of _ nums )  \n  \t else  :   \n  \t\t return'"
"write a recursive python function to print the nth fibonacci number, where n is provided as the argument",' \n def fibonacci _ recursive ( n )   :   \n  \t if n  <  =  1  :   \n  \t\t return n \n  \t else  :   \n  \t\t return  ( recur _ fibo ( n - 1 )   +  recur _ fibo ( n - 2 )  ) '
write a python function that would read the given input file path and print its contents,"' \n def read _ and _ print _ file ( filepath )   :   \n  \t with open ( filepath ,  ""r"" )  as infile  :   \n  \t\t print (  infile . read (  )   ) '"
write a python program that would print the first n positive integers using a for loop,' \n n  =  62 \n for num in range ( n )   :   \n  \t print ( num ) '
write a python function that returns the input list sorted in ascending order,' \n def sort _ ascending ( list _ to _ be _ sorted )   :   \n  \t return sorted ( list _ to _ be _ sorted ) '
write a python function that returns the input list sorted in descending order,"' \n def sort _ descending ( list _ to _ be _ sorted )   :   \n  \t return sorted ( list _ to _ be _ sorted ,  reverse = True ) '"
"write a python function that would return the sum of first n natural numbers, where n is the input",' \n def sum _ first _ n ( n )   :   \n  \t return  (  n  *   ( n + 1 )   )   /  /  2'
"write a recursive python function that would return the sum of first n natural numbers, where n is the input",' \n def sum _ first _ n _ recursive ( n )   :   \n  \t if n  =  =  0  :   \n  \t\t return 0 \n  \t return sum _ first _ n _ recursive ( n - 1 )   +  n'
"write a python function that would filter a list of dictionaries where a specified key equals given value, list_of_dictionaries, key and value are inputs to this function.","' \n def filter _ with _ key _ value ( list _ of _ dicts ,  key ,  value )   :   \n  \t return list (  filter (  lambda x  :   x . get ( key )   =  =  value ,  list _ of _ dicts  )   ) '"
write a python function that returns the square of a given input number,' \n def square ( x )   :   \n  \t return x *  * 2'
write a python program that asks for user input and prints the given input,"' \n a  =  input ( ""User Input"" )  \n print ( a ) '"
write a python function shifts and scales all numbers in the given list by the given mean and standard deviation,"' \n def shift _ and _ scale ( list _ of _ nums ,  mean ,  std )   :   \n  \t return  [   ( x - mean )   /  std for x in list _ of _ nums  ] '"
write a python function that takes in a list of sequences and zips each corresponding element from the list into a tuple and returns the list of such tuples,' \n def zip _  ( list _ of _ seq )   :   \n  \t return list ( zip (  * list _ of _ seq )  ) '
write python program that would merge two dictionaries by adding the second one into the first,"' \n a  =   { ""a""  :   1 ,  ""b""  :   3 }  \n b  =   { ""c""  :   1 ,  ""d""  :   3 }  \n a . update ( b ) '"
write a python function that would reverse the given string,' \n def reverse _ string ( str _ to _ be _ reversed )   :   \n  \t return str _ to _ be _ reversed [   :    :   - 1 ] '
"write a python program that would print ""Hello World""","' \n print ( ""Hello World"" ) '"
write a python program that would swap variable values,"' \n a  =  10 \n b  =  15 \n a ,  b  =  b ,  a'"
write a python program that iterates over a dictionary and prints its keys and values,"' \n a  =   { ""a""  :  1 ,  ""b""  :  2 ,  ""c""  :  3 ,  ""d""  :  4 }  \n for k ,  v in a . items (  )   :   \n  \t print ( k ,  v ) '"
write a python function that would print the ASCII value of a given character,' \n def print _ ascii ( char )   :   \n  \t print ( ord ( char )  ) '
